step	NumberAccept	NumberReject
308500	221472	87028
308600	221545	87055
308700	221605	87095
308800	221673	87127
308900	221744	87156
309000	221822	87178
309100	221887	87213
309200	221959	87241
309300	222032	87268
309400	222094	87306
309500	222169	87331
309600	222244	87356
309700	222310	87390
309800	222376	87424
309900	222451	87449
310000	222520	87480
310100	222600	87500
310200	222673	87527
310300	222746	87554
310400	222824	87576
310500	222902	87598
310600	222970	87630
310700	223045	87655
310800	223121	87679
310900	223197	87703
311000	223276	87724
311100	223341	87759
311200	223413	87787
311300	223487	87813
311400	223564	87836
311500	223640	87860
311600	223719	87881
311700	223787	87913
311800	223860	87940
311900	223933	87967
312000	224008	87992
312100	224087	88013
312200	224159	88041
312300	224233	88067
312400	224305	88095
312500	224370	88130
312600	224445	88155
312700	224514	88186
312800	224585	88215
312900	224650	88250
313000	224717	88283
313100	224782	88318
313200	224850	88350
313300	224916	88384
313400	224987	88413
313500	225063	88437
313600	225134	88466
313700	225207	88493
313800	225281	88519
313900	225356	88544
314000	225425	88575
314100	225503	88597
314200	225577	88623
314300	225656	88644
314400	225731	88669
314500	225811	88689
314600	225882	88718
314700	225957	88743
314800	226030	88770
314900	226109	88791
315000	226186	88814
315100	226258	88842
315200	226336	88864
315300	226411	88889
315400	226488	88912
315500	226568	88932
315600	226636	88964
315700	226705	88995
315800	226782	89018
315900	226854	89046
316000	226928	89072
316100	226996	89104
316200	227076	89124
316300	227146	89154
316400	227218	89182
316500	227283	89217
316600	227359	89241
316700	227437	89263
316800	227513	89287
316900	227589	89311
317000	227651	89349
317100	227728	89372
317200	227802	89398
317300	227873	89427
317400	227939	89461
317500	228011	89489
317600	228085	89515
317700	228149	89551
317800	228223	89577
317900	228299	89601
318000	228374	89626
318100	228440	89660
318200	228505	89695
318300	228569	89731
318400	228639	89761
318500	228712	89788
318600	228791	89809
318700	228865	89835
318800	228938	89862
318900	229012	89888
319000	229087	89913
319100	229166	89934
319200	229250	89950
319300	229328	89972
319400	229407	89993
319500	229485	90015
319600	229562	90038
319700	229640	90060
319800	229719	90081
319900	229789	90111
320000	229861	90139
320100	229930	90170
320200	230007	90193
320300	230087	90213
320400	230155	90245
320500	230224	90276
320600	230294	90306
320700	230361	90339
320800	230437	90363
320900	230506	90394
321000	230581	90419
321100	230652	90448
321200	230719	90481
321300	230789	90511
321400	230864	90536
321500	230935	90565
321600	231016	90584
321700	231086	90614
321800	231158	90642
321900	231237	90663
322000	231308	90692
322100	231386	90714
322200	231454	90746
322300	231526	90774
322400	231602	90798
322500	231670	90830
322600	231750	90850
322700	231816	90884
322800	231886	90914
322900	231958	90942
323000	232032	90968
323100	232103	90997
323200	232177	91023
323300	232254	91046
323400	232328	91072
323500	232405	91095
323600	232484	91116
323700	232563	91137
323800	232637	91163
323900	232707	91193
324000	232777	91223
324100	232849	91251
324200	232920	91280
324300	232995	91305
324400	233069	91331
324500	233141	91359
324600	233214	91386
324700	233287	91413
324800	233365	91435
324900	233441	91459
325000	233510	91490
325100	233579	91521
325200	233644	91556
325300	233711	91589
325400	233784	91616
325500	233849	91651
325600	233912	91688
325700	233985	91715
325800	234053	91747
325900	234112	91788
326000	234181	91819
326100	234250	91850
326200	234319	91881
326300	234392	91908
326400	234467	91933
326500	234534	91966
326600	234607	91993
326700	234678	92022
326800	234748	92052
326900	234825	92075
327000	234890	92110
327100	234961	92139
327200	235033	92167
327300	235106	92194
327400	235175	92225
327500	235254	92246
327600	235328	92272
327700	235395	92305
327800	235473	92327
327900	235547	92353
328000	235619	92381
328100	235694	92406
328200	235769	92431
328300	235845	92455
328400	235912	92488
328500	235979	92521
328600	236047	92553
328700	236115	92585
328800	236187	92613
328900	236260	92640
329000	236323	92677
329100	236398	92702
329200	236473	92727
329300	236546	92754
329400	236619	92781
329500	236688	92812
329600	236760	92840
329700	236829	92871
329800	236899	92901
329900	236973	92927
330000	237050	92950
330100	237118	92982
330200	237188	93012
330300	237266	93034
330400	237340	93060
330500	237416	93084
330600	237482	93118
330700	237551	93149
330800	237625	93175
330900	237705	93195
331000	237777	93223
331100	237835	93265
331200	237908	93292
331300	237977	93323
331400	238053	93347
331500	238127	93373
331600	238194	93406
331700	238268	93432
331800	238338	93462
331900	238408	93492
332000	238475	93525
332100	238555	93545
332200	238628	93572
332300	238699	93601
332400	238769	93631
332500	238833	93667
332600	238907	93693
332700	238975	93725
332800	239040	93760
332900	239109	93791
333000	239177	93823
333100	239254	93846
333200	239323	93877
333300	239391	93909
333400	239459	93941
333500	239534	93966
333600	239606	93994
333700	239671	94029
333800	239739	94061
333900	239809	94091
334000	239881	94119
334100	239958	94142
334200	240029	94171
334300	240107	94193
334400	240186	94214
334500	240256	94244
334600	240331	94269
334700	240403	94297
334800	240476	94324
334900	240533	94367
335000	240603	94397
335100	240671	94429
335200	240745	94455
335300	240823	94477
335400	240897	94503
335500	240965	94535
335600	241040	94560
335700	241109	94591
335800	241182	94618
335900	241258	94642
336000	241331	94669
336100	241402	94698
336200	241467	94733
336300	241541	94759
336400	241602	94798
336500	241678	94822
336600	241745	94855
336700	241810	94890
336800	241879	94921
336900	241951	94949
337000	242024	94976
337100	242097	95003
337200	242168	95032
337300	242233	95067
337400	242302	95098
337500	242372	95128
337600	242443	95157
337700	242509	95191
337800	242578	95222
337900	242640	95260
338000	242715	95285
338100	242785	95315
338200	242847	95353
338300	242917	95383
338400	242995	95405
338500	243074	95426
338600	243145	95455
338700	243216	95484
338800	243288	95512
338900	243358	95542
339000	243426	95574
339100	243496	95604
339200	243568	95632
339300	243640	95660
339400	243704	95696
339500	243779	95721
339600	243855	95745
339700	243925	95775
339800	243999	95801
339900	244065	95835
340000	244141	95859
340100	244204	95896
340200	244277	95923
340300	244348	95952
340400	244423	95977
340500	244497	96003
340600	244564	96036
340700	244632	96068
340800	244707	96093
340900	244780	96120
341000	244854	96146
341100	244929	96171
341200	245001	96199
341300	245070	96230
341400	245131	96269
341500	245196	96304
341600	245266	96334
341700	245336	96364
341800	245407	96393
341900	245485	96415
342000	245555	96445
342100	245629	96471
342200	245697	96503
342300	245769	96531
342400	245845	96555
342500	245920	96580
342600	245996	96604
342700	246061	96639
342800	246123	96677
342900	246194	96706
343000	246268	96732
343100	246341	96759
343200	246420	96780
343300	246491	96809
343400	246569	96831
343500	246640	96860
343600	246708	96892
343700	246783	96917
343800	246854	96946
343900	246931	96969
344000	247006	96994
344100	247077	97023
344200	247158	97042
344300	247226	97074
344400	247293	97107
344500	247367	97133
344600	247434	97166
344700	247504	97196
344800	247576	97224
344900	247644	97256
345000	247710	97290
345100	247776	97324
345200	247843	97357
345300	247912	97388
345400	247976	97424
345500	248045	97455
345600	248118	97482
345700	248185	97515
345800	248260	97540
345900	248327	97573
346000	248403	97597
346100	248474	97626
346200	248558	97642
346300	248626	97674
346400	248694	97706
346500	248767	97733
346600	248841	97759
346700	248921	97779
346800	249003	97797
346900	249076	97824
347000	249147	97853
347100	249222	97878
347200	249293	97907
347300	249364	97936
347400	249441	97959
347500	249509	97991
347600	249581	98019
347700	249647	98053
347800	249715	98085
347900	249781	98119
348000	249858	98142
348100	249927	98173
348200	249998	98202
348300	250068	98232
348400	250138	98262
348500	250211	98289
348600	250286	98314
348700	250361	98339
348800	250440	98360
348900	250515	98385
349000	250588	98412
349100	250659	98441
349200	250737	98463
349300	250808	98492
349400	250884	98516
349500	250953	98547
349600	251025	98575
349700	251100	98600
349800	251177	98623
349900	251242	98658
350000	251308	98692
350100	251375	98725
350200	251441	98759
350300	251509	98791
350400	251579	98821
350500	251650	98850
350600	251725	98875
350700	251800	98900
350800	251864	98936
350900	251930	98970
351000	252005	98995
351100	252074	99026
351200	252143	99057
351300	252211	99089
351400	252278	99122
351500	252353	99147
351600	252433	99167
351700	252510	99190
351800	252585	99215
351900	252658	99242
352000	252735	99265
352100	252809	99291
352200	252892	99308
352300	252971	99329
352400	253046	99354
352500	253126	99374
352600	253199	99401
352700	253274	99426
352800	253353	99447
352900	253429	99471
353000	253503	99497
353100	253579	99521
353200	253649	99551
353300	253722	99578
353400	253799	99601
353500	253877	99623
353600	253940	99660
353700	254010	99690
353800	254084	99716
353900	254162	99738
354000	254237	99763
354100	254316	99784
354200	254395	99805
354300	254469	99831
354400	254543	99857
354500	254616	99884
354600	254691	99909
354700	254764	99936
354800	254843	99957
354900	254914	99986
355000	254985	100015
355100	255057	100043
355200	255133	100067
355300	255206	100094
355400	255273	100127
355500	255349	100151
355600	255419	100181
355700	255488	100212
355800	255564	100236
355900	255628	100272
356000	255701	100299
356100	255779	100321
356200	255850	100350
356300	255920	100380
356400	255994	100406
356500	256068	100432
356600	256140	100460
356700	256210	100490
356800	256282	100518
356900	256363	100537
357000	256438	100562
357100	256510	100590
357200	256585	100615
357300	256664	100636
357400	256740	100660
357500	256811	100689
357600	256880	100720
357700	256960	100740
357800	257031	100769
357900	257103	100797
358000	257180	100820
358100	257263	100837
358200	257337	100863
358300	257401	100899
358400	257480	100920
358500	257548	100952
358600	257617	100983
358700	257691	101009
358800	257770	101030
358900	257854	101046
359000	257920	101080
359100	257993	101107
359200	258071	101129
359300	258147	101153
359400	258223	101177
359500	258300	101200
359600	258372	101228
359700	258442	101258
359800	258519	101281
359900	258588	101312
360000	258646	101354
360100	258721	101379
360200	258787	101413
360300	258863	101437
360400	258944	101456
360500	259009	101491
360600	259084	101516
360700	259158	101542
360800	259236	101564
360900	259310	101590
361000	259383	101617
361100	259455	101645
361200	259527	101673
361300	259602	101698
361400	259684	101716
361500	259747	101753
361600	259816	101784
361700	259889	101811
361800	259959	101841
361900	260035	101865
362000	260105	101895
362100	260164	101936
362200	260235	101965
362300	260302	101998
362400	260366	102034
362500	260440	102060
362600	260510	102090
362700	260575	102125
362800	260641	102159
362900	260716	102184
363000	260792	102208
363100	260857	102243
363200	260929	102271
363300	261004	102296
363400	261069	102331
363500	261137	102363
363600	261206	102394
363700	261272	102428
363800	261343	102457
363900	261408	102492
364000	261484	102516
364100	261561	102539
364200	261632	102568
364300	261698	102602
364400	261775	102625
364500	261849	102651
364600	261923	102677
364700	261992	102708
364800	262068	102732
364900	262131	102769
365000	262208	102792
365100	262287	102813
365200	262366	102834
365300	262443	102857
365400	262523	102877
365500	262599	102901
365600	262671	102929
365700	262741	102959
365800	262809	102991
365900	262881	103019
366000	262949	103051
366100	263019	103081
366200	263086	103114
366300	263158	103142
366400	263226	103174
366500	263305	103195
366600	263376	103224
366700	263452	103248
366800	263527	103273
366900	263592	103308
367000	263662	103338
367100	263734	103366
367200	263798	103402
367300	263870	103430
367400	263947	103453
367500	264027	103473
367600	264105	103495
367700	264183	103517
367800	264257	103543
367900	264322	103578
368000	264398	103602
368100	264468	103632
368200	264533	103667
368300	264598	103702
368400	264673	103727
368500	264745	103755
368600	264816	103784
368700	264897	103803
368800	264968	103832
368900	265050	103850
369000	265118	103882
369100	265186	103914
369200	265265	103935
369300	265338	103962
369400	265413	103987
369500	265481	104019
369600	265554	104046
369700	265628	104072
369800	265713	104087
369900	265784	104116
370000	265857	104143
370100	265940	104160
370200	266009	104191
370300	266083	104217
370400	266161	104239
370500	266241	104259
370600	266319	104281
370700	266395	104305
370800	266473	104327
370900	266543	104357
371000	266613	104387
371100	266686	104414
371200	266765	104435
371300	266842	104458
371400	266918	104482
371500	266998	104502
371600	267068	104532
371700	267149	104551
371800	267231	104569
371900	267307	104593
372000	267379	104621
372100	267451	104649
372200	267520	104680
372300	267603	104697
372400	267674	104726
372500	267751	104749
372600	267823	104777
372700	267904	104796
372800	267983	104817
372900	268054	104846
373000	268129	104871
373100	268200	104900
373200	268277	104923
373300	268350	104950
373400	268426	104974
373500	268501	104999
373600	268579	105021
373700	268654	105046
373800	268727	105073
373900	268797	105103
374000	268867	105133
374100	268939	105161
374200	269013	105187
374300	269080	105220
374400	269159	105241
374500	269229	105271
374600	269303	105297
374700	269376	105324
374800	269445	105355
374900	269510	105390
375000	269585	105415
375100	269656	105444
375200	269724	105476
375300	269804	105496
375400	269863	105537
375500	269944	105556
375600	270016	105584
375700	270084	105616
375800	270159	105641
375900	270230	105670
376000	270299	105701
376100	270372	105728
376200	270441	105759
376300	270512	105788
376400	270585	105815
376500	270653	105847
376600	270728	105872
376700	270801	105899
376800	270877	105923
376900	270950	105950
377000	271021	105979
377100	271093	106007
377200	271166	106034
377300	271240	106060
377400	271315	106085
377500	271384	106116
377600	271454	106146
377700	271525	106175
377800	271598	106202
377900	271667	106233
378000	271742	106258
378100	271821	106279
378200	271895	106305
378300	271969	106331
378400	272039	106361
378500	272107	106393
378600	272174	106426
378700	272248	106452
378800	272316	106484
378900	272387	106513
379000	272453	106547
379100	272522	106578
379200	272599	106601
379300	272667	106633
379400	272748	106652
379500	272811	106689
379600	272889	106711
379700	272967	106733
379800	273037	106763
379900	273109	106791
380000	273185	106815
380100	273257	106843
380200	273329	106871
380300	273397	106903
380400	273464	106936
380500	273534	106966
380600	273607	106993
380700	273672	107028
380800	273748	107052
380900	273820	107080
381000	273895	107105
381100	273972	107128
381200	274043	107157
381300	274116	107184
381400	274188	107212
381500	274263	107237
381600	274333	107267
381700	274410	107290
381800	274486	107314
381900	274558	107342
382000	274630	107370
382100	274702	107398
382200	274773	107427
382300	274850	107450
382400	274921	107479
382500	274993	107507
382600	275062	107538
382700	275133	107567
382800	275201	107599
382900	275270	107630
383000	275342	107658
383100	275419	107681
383200	275490	107710
383300	275555	107745
383400	275632	107768
383500	275701	107799
383600	275774	107826
383700	275843	107857
383800	275911	107889
383900	275979	107921
384000	276051	107949
384100	276115	107985
384200	276190	108010
384300	276259	108041
384400	276332	108068
384500	276406	108094
384600	276479	108121
384700	276556	108144
384800	276628	108172
384900	276703	108197
385000	276769	108231
385100	276839	108261
385200	276913	108287
385300	276986	108314
385400	277062	108338
385500	277132	108368
385600	277191	108409
385700	277270	108430
385800	277336	108464
385900	277408	108492
386000	277477	108523
386100	277547	108553
386200	277618	108582
386300	277694	108606
386400	277767	108633
386500	277840	108660
386600	277917	108683
386700	277993	108707
386800	278065	108735
386900	278138	108762
387000	278210	108790
387100	278287	108813
387200	278369	108831
387300	278444	108856
387400	278527	108873
387500	278606	108894
387600	278674	108926
387700	278756	108944
387800	278833	108967
387900	278906	108994
388000	278977	109023
388100	279054	109046
388200	279132	109068
388300	279207	109093
388400	279286	109114
388500	279361	109139
388600	279436	109164
388700	279509	109191
388800	279580	109220
388900	279663	109237
389000	279728	109272
389100	279801	109299
389200	279870	109330
389300	279948	109352
389400	280026	109374
389500	280104	109396
389600	280178	109422
389700	280248	109452
389800	280328	109472
389900	280399	109501
390000	280464	109536
390100	280537	109563
390200	280604	109596
390300	280680	109620
390400	280751	109649
390500	280811	109689
390600	280876	109724
390700	280944	109756
390800	281016	109784
390900	281080	109820
391000	281150	109850
391100	281224	109876
391200	281297	109903
391300	281358	109942
391400	281429	109971
391500	281503	109997
391600	281579	110021
391700	281659	110041
391800	281730	110070
391900	281802	110098
392000	281881	110119
392100	281949	110151
392200	282020	110180
392300	282089	110211
392400	282160	110240
392500	282232	110268
392600	282305	110295
392700	282381	110319
392800	282452	110348
392900	282523	110377
393000	282594	110406
393100	282659	110441
393200	282740	110460
393300	282817	110483
393400	282895	110505
393500	282965	110535
393600	283031	110569
393700	283112	110588
393800	283176	110624
393900	283241	110659
394000	283311	110689
394100	283387	110713
394200	283458	110742
394300	283527	110773
394400	283592	110808
394500	283658	110842
394600	283723	110877
394700	283796	110904
394800	283865	110935
394900	283934	110966
395000	284007	110993
395100	284072	111028
395200	284141	111059
395300	284208	111092
395400	284279	111121
395500	284352	111148
395600	284418	111182
395700	284496	111204
395800	284567	111233
395900	284644	111256
396000	284727	111273
396100	284804	111296
396200	284866	111334
396300	284945	111355
396400	285012	111388
396500	285085	111415
396600	285159	111441
396700	285233	111467
396800	285302	111498
396900	285373	111527
397000	285447	111553
397100	285508	111592
397200	285583	111617
397300	285654	111646
397400	285723	111677
397500	285795	111705
397600	285867	111733
397700	285941	111759
397800	286014	111786
397900	286092	111808
398000	286168	111832
398100	286238	111862
398200	286310	111890
398300	286380	111920
398400	286450	111950
398500	286519	111981
398600	286584	112016
398700	286657	112043
398800	286729	112071
398900	286796	112104
399000	286864	112136
399100	286934	112166
399200	286998	112202
399300	287063	112237
399400	287129	112271
399500	287198	112302
399600	287258	112342
399700	287327	112373
399800	287395	112405
399900	287464	112436
400000	287536	112464
400100	287610	112490
400200	287681	112519
400300	287755	112545
400400	287822	112578
400500	287885	112615
400600	287957	112643
400700	288031	112669
400800	288107	112693
400900	288170	112730
401000	288235	112765
401100	288311	112789
401200	288381	112819
401300	288447	112853
401400	288513	112887
401500	288591	112909
401600	288671	112929
401700	288744	112956
401800	288810	112990
401900	288886	113014
402000	288957	113043
402100	289032	113068
402200	289107	113093
402300	289178	113122
402400	289250	113150
402500	289327	113173
402600	289391	113209
402700	289464	113236
402800	289532	113268
402900	289598	113302
403000	289663	113337
403100	289733	113367
403200	289800	113400
403300	289875	113425
403400	289939	113461
403500	290009	113491
403600	290084	113516
403700	290159	113541
403800	290229	113571
403900	290297	113603
404000	290368	113632
404100	290442	113658
404200	290518	113682
404300	290590	113710
404400	290674	113726
404500	290751	113749
404600	290823	113777
404700	290899	113801
404800	290962	113838
404900	291042	113858
405000	291108	113892
405100	291188	113912
405200	291262	113938
405300	291329	113971
405400	291408	113992
405500	291494	114006
405600	291572	114028
405700	291642	114058
405800	291718	114082
405900	291794	114106
406000	291872	114128
406100	291941	114159
406200	292012	114188
406300	292078	114222
406400	292149	114251
406500	292220	114280
406600	292295	114305
406700	292372	114328
406800	292445	114355
406900	292517	114383
407000	292589	114411
407100	292655	114445
407200	292734	114466
407300	292806	114494
407400	292879	114521
407500	292953	114547
407600	293025	114575
407700	293096	114604
407800	293163	114637
407900	293226	114674
408000	293294	114706
408100	293366	114734
408200	293439	114761
408300	293504	114796
408400	293570	114830
408500	293636	114864
408600	293709	114891
408700	293780	114920
408800	293856	114944
408900	293930	114970
409000	294002	114998
409100	294081	115019
409200	294153	115047
409300	294226	115074
409400	294297	115103
409500	294368	115132
409600	294445	115155
409700	294516	115184
409800	294588	115212
409900	294662	115238
410000	294748	115252
410100	294823	115277
410200	294898	115302
410300	294974	115326
410400	295053	115347
410500	295121	115379
410600	295197	115403
410700	295276	115424
410800	295356	115444
410900	295437	115463
411000	295509	115491
411100	295589	115511
411200	295664	115536
411300	295737	115563
411400	295813	115587
411500	295888	115612
411600	295970	115630
411700	296043	115657
411800	296116	115684
411900	296190	115710
412000	296265	115735
412100	296341	115759
412200	296421	115779
412300	296491	115809
412400	296568	115832
412500	296645	115855
412600	296722	115878
412700	296795	115905
412800	296870	115930
412900	296941	115959
413000	297011	115989
413100	297088	116012
413200	297164	116036
413300	297228	116072
413400	297297	116103
413500	297360	116140
413600	297430	116170
413700	297504	116196
413800	297575	116225
413900	297647	116253
414000	297709	116291
414100	297786	116314
414200	297856	116344
414300	297923	116377
414400	298003	116397
414500	298069	116431
414600	298141	116459
414700	298219	116481
414800	298283	116517
414900	298358	116542
415000	298430	116570
415100	298508	116592
415200	298582	116618
415300	298651	116649
415400	298726	116674
415500	298792	116708
415600	298866	116734
415700	298936	116764
415800	299006	116794
415900	299082	116818
416000	299147	116853
416100	299222	116878
416200	299294	116906
416300	299367	116933
416400	299436	116964
416500	299510	116990
416600	299581	117019
416700	299650	117050
416800	299722	117078
416900	299796	117104
417000	299871	117129
417100	299944	117156
417200	300021	117179
417300	300076	117224
417400	300147	117253
417500	300219	117281
417600	300300	117300
417700	300377	117323
417800	300449	117351
417900	300519	117381
418000	300591	117409
418100	300668	117432
418200	300741	117459
418300	300807	117493
418400	300880	117520
418500	300942	117558
418600	301011	117589
418700	301074	117626
418800	301148	117652
418900	301223	117677
419000	301295	117705
419100	301372	117728
419200	301442	117758
419300	301506	117794
419400	301576	117824
419500	301650	117850
419600	301720	117880
419700	301791	117909
419800	301875	117925
419900	301949	117951
420000	302017	117983
420100	302091	118009
420200	302164	118036
420300	302239	118061
420400	302315	118085
420500	302396	118104
420600	302472	118128
420700	302544	118156
420800	302614	118186
420900	302690	118210
421000	302766	118234
421100	302831	118269
421200	302907	118293
421300	302986	118314
421400	303055	118345
421500	303134	118366
421600	303208	118392
421700	303285	118415
421800	303359	118441
421900	303429	118471
422000	303497	118503
422100	303578	118522
422200	303644	118556
422300	303715	118585
422400	303786	118614
422500	303858	118642
422600	303925	118675
422700	303990	118710
422800	304063	118737
422900	304133	118767
423000	304206	118794
423100	304279	118821
423200	304349	118851
423300	304423	118877
423400	304501	118899
423500	304574	118926
423600	304649	118951
423700	304719	118981
423800	304791	119009
423900	304862	119038
424000	304932	119068
424100	305006	119094
424200	305078	119122
424300	305150	119150
424400	305222	119178
424500	305295	119205
424600	305357	119243
424700	305425	119275
424800	305490	119310
424900	305559	119341
425000	305627	119373
425100	305705	119395
425200	305772	119428
425300	305847	119453
425400	305911	119489
425500	305983	119517
425600	306049	119551
425700	306126	119574
425800	306201	119599
425900	306269	119631
426000	306343	119657
426100	306418	119682
426200	306486	119714
426300	306564	119736
426400	306641	119759
426500	306713	119787
426600	306788	119812
426700	306862	119838
426800	306921	119879
426900	306989	119911
427000	307060	119940
427100	307143	119957
427200	307218	119982
427300	307286	120014
427400	307352	120048
427500	307417	120083
427600	307483	120117
427700	307549	120151
427800	307623	120177
427900	307694	120206
428000	307763	120237
428100	307835	120265
428200	307913	120287
428300	307981	120319
428400	308051	120349
428500	308118	120382
428600	308185	120415
428700	308254	120446
428800	308320	120480
428900	308392	120508
429000	308467	120533
429100	308542	120558
429200	308609	120591
429300	308679	120621
429400	308753	120647
429500	308827	120673
429600	308894	120706
429700	308974	120726
429800	309042	120758
429900	309119	120781
430000	309198	120802
430100	309277	120823
430200	309352	120848
430300	309432	120868
430400	309512	120888
430500	309580	120920
430600	309654	120946
430700	309726	120974
430800	309799	121001
430900	309870	121030
431000	309943	121057
431100	310013	121087
431200	310088	121112
431300	310152	121148
431400	310218	121182
431500	310290	121210
431600	310363	121237
431700	310432	121268
431800	310504	121296
431900	310573	121327
432000	310644	121356
432100	310708	121392
432200	310779	121421
432300	310847	121453
432400	310919	121481
432500	310992	121508
432600	311064	121536
432700	311131	121569
432800	311206	121594
432900	311275	121625
433000	311339	121661
433100	311417	121683
433200	311495	121705
433300	311573	121727
433400	311652	121748
433500	311724	121776
433600	311792	121808
433700	311864	121836
433800	311930	121870
433900	311996	121904
434000	312068	121932
434100	312137	121963
434200	312209	121991
434300	312280	122020
434400	312346	122054
434500	312416	122084
434600	312485	122115
434700	312557	122143
434800	312630	122170
434900	312705	122195
435000	312776	122224
435100	312853	122247
435200	312931	122269
435300	312995	122305
435400	313067	122333
435500	313142	122358
435600	313212	122388
435700	313284	122416
435800	313362	122438
435900	313432	122468
436000	313500	122500
436100	313576	122524
436200	313637	122563
436300	313704	122596
436400	313770	122630
436500	313841	122659
436600	313909	122691
436700	313980	122720
436800	314048	122752
436900	314120	122780
437000	314191	122809
437100	314256	122844
437200	314333	122867
437300	314402	122898
437400	314462	122938
437500	314536	122964
437600	314610	122990
437700	314685	123015
437800	314758	123042
437900	314834	123066
438000	314905	123095
438100	314972	123128
438200	315046	123154
438300	315117	123183
438400	315198	123202
438500	315273	123227
438600	315346	123254
438700	315421	123279
438800	315498	123302
438900	315568	123332
439000	315641	123359
439100	315711	123389
439200	315783	123417
439300	315845	123455
439400	315917	123483
439500	315992	123508
439600	316064	123536
439700	316140	123560
439800	316217	123583
439900	316291	123609
440000	316361	123639
440100	316433	123667
440200	316517	123683
440300	316594	123706
440400	316664	123736
440500	316733	123767
440600	316811	123789
440700	316880	123820
440800	316955	123845
440900	317026	123874
441000	317101	123899
441100	317182	123918
441200	317249	123951
441300	317328	123972
441400	317403	123997
441500	317480	124020
441600	317559	124041
441700	317627	124073
441800	317701	124099
441900	317771	124129
442000	317839	124161
442100	317913	124187
442200	317982	124218
442300	318050	124250
442400	318130	124270
442500	318190	124310
442600	318263	124337
442700	318336	124364
442800	318410	124390
442900	318482	124418
443000	318553	124447
443100	318630	124470
443200	318701	124499
443300	318771	124529
443400	318837	124563
443500	318908	124592
443600	318974	124626
443700	319035	124665
443800	319103	124697
443900	319167	124733
444000	319232	124768
444100	319298	124802
444200	319367	124833
444300	319437	124863
444400	319513	124887
444500	319584	124916
444600	319651	124949
444700	319719	124981
444800	319786	125014
444900	319853	125047
445000	319920	125080
445100	320003	125097
445200	320077	125123
445300	320148	125152
445400	320218	125182
445500	320279	125221
445600	320345	125255
