step	NumberAccept	NumberReject
153200	110160	43040
153300	110231	43069
153400	110302	43098
153500	110382	43118
153600	110455	43145
153700	110526	43174
153800	110592	43208
153900	110664	43236
154000	110739	43261
154100	110806	43294
154200	110870	43330
154300	110949	43351
154400	111018	43382
154500	111085	43415
154600	111153	43447
154700	111227	43473
154800	111297	43503
154900	111364	43536
155000	111439	43561
155100	111501	43599
155200	111569	43631
155300	111638	43662
155400	111714	43686
155500	111780	43720
155600	111851	43749
155700	111929	43771
155800	112006	43794
155900	112075	43825
156000	112144	43856
156100	112212	43888
156200	112290	43910
156300	112364	43936
156400	112438	43962
156500	112505	43995
156600	112573	44027
156700	112648	44052
156800	112724	44076
156900	112796	44104
157000	112868	44132
157100	112944	44156
157200	113024	44176
157300	113098	44202
157400	113169	44231
157500	113244	44256
157600	113319	44281
157700	113394	44306
157800	113466	44334
157900	113548	44352
158000	113626	44374
158100	113698	44402
158200	113778	44422
158300	113851	44449
158400	113920	44480
158500	113989	44511
158600	114054	44546
158700	114121	44579
158800	114196	44604
158900	114261	44639
159000	114329	44671
159100	114392	44708
159200	114454	44746
159300	114519	44781
159400	114586	44814
159500	114657	44843
159600	114726	44874
159700	114794	44906
159800	114867	44933
159900	114935	44965
160000	115009	44991
160100	115082	45018
160200	115156	45044
160300	115228	45072
160400	115297	45103
160500	115370	45130
160600	115445	45155
160700	115518	45182
160800	115591	45209
160900	115662	45238
161000	115736	45264
161100	115813	45287
161200	115880	45320
161300	115951	45349
161400	116021	45379
161500	116081	45419
161600	116153	45447
161700	116219	45481
161800	116294	45506
161900	116369	45531
162000	116435	45565
162100	116510	45590
162200	116584	45616
162300	116665	45635
162400	116737	45663
162500	116810	45690
162600	116882	45718
162700	116957	45743
162800	117020	45780
162900	117086	45814
163000	117157	45843
163100	117233	45867
163200	117302	45898
163300	117367	45933
163400	117434	45966
163500	117503	45997
163600	117570	46030
163700	117641	46059
163800	117706	46094
163900	117782	46118
164000	117855	46145
164100	117931	46169
164200	118001	46199
164300	118075	46225
164400	118149	46251
164500	118221	46279
164600	118293	46307
164700	118366	46334
164800	118438	46362
164900	118518	46382
165000	118584	46416
165100	118653	46447
165200	118722	46478
165300	118793	46507
165400	118855	46545
165500	118927	46573
165600	118996	46604
165700	119075	46625
165800	119141	46659
165900	119213	46687
166000	119281	46719
166100	119356	46744
166200	119430	46770
166300	119498	46802
166400	119569	46831
166500	119633	46867
166600	119701	46899
166700	119772	46928
166800	119840	46960
166900	119909	46991
167000	119984	47016
167100	120064	47036
167200	120130	47070
167300	120200	47100
167400	120276	47124
167500	120356	47144
167600	120430	47170
167700	120507	47193
167800	120579	47221
167900	120655	47245
168000	120727	47273
168100	120798	47302
168200	120867	47333
168300	120942	47358
168400	121013	47387
168500	121095	47405
168600	121165	47435
168700	121234	47466
168800	121310	47490
168900	121383	47517
169000	121451	47549
169100	121518	47582
169200	121588	47612
169300	121661	47639
169400	121732	47668
169500	121801	47699
169600	121868	47732
169700	121935	47765
169800	122006	47794
169900	122077	47823
170000	122153	47847
170100	122227	47873
170200	122294	47906
170300	122355	47945
170400	122419	47981
170500	122495	48005
170600	122561	48039
170700	122624	48076
170800	122700	48100
170900	122763	48137
171000	122826	48174
171100	122910	48190
171200	122986	48214
171300	123053	48247
171400	123122	48278
171500	123199	48301
171600	123273	48327
171700	123348	48352
171800	123420	48380
171900	123488	48412
172000	123564	48436
172100	123628	48472
172200	123701	48499
172300	123768	48532
172400	123843	48557
172500	123912	48588
172600	123984	48616
172700	124060	48640
172800	124141	48659
172900	124214	48686
173000	124291	48709
173100	124357	48743
173200	124426	48774
173300	124496	48804
173400	124568	48832
173500	124639	48861
173600	124712	48888
173700	124786	48914
173800	124856	48944
173900	124930	48970
174000	125007	48993
174100	125078	49022
174200	125145	49055
174300	125219	49081
174400	125293	49107
174500	125364	49136
174600	125432	49168
174700	125506	49194
174800	125584	49216
174900	125662	49238
175000	125735	49265
175100	125816	49284
175200	125888	49312
175300	125975	49325
175400	126056	49344
175500	126136	49364
175600	126214	49386
175700	126294	49406
175800	126365	49435
175900	126443	49457
176000	126510	49490
176100	126582	49518
176200	126657	49543
176300	126722	49578
176400	126792	49608
176500	126863	49637
176600	126940	49660
176700	127002	49698
176800	127067	49733
176900	127136	49764
177000	127204	49796
177100	127275	49825
177200	127343	49857
177300	127418	49882
177400	127484	49916
177500	127554	49946
177600	127623	49977
177700	127699	50001
177800	127767	50033
177900	127836	50064
178000	127910	50090
178100	127981	50119
178200	128055	50145
178300	128127	50173
178400	128201	50199
178500	128263	50237
178600	128332	50268
178700	128406	50294
178800	128473	50327
178900	128542	50358
179000	128604	50396
179100	128676	50424
179200	128743	50457
179300	128813	50487
179400	128890	50510
179500	128966	50534
179600	129027	50573
179700	129108	50592
179800	129180	50620
179900	129251	50649
180000	129319	50681
180100	129387	50713
180200	129459	50741
180300	129539	50761
180400	129617	50783
180500	129691	50809
180600	129765	50835
180700	129836	50864
180800	129905	50895
180900	129971	50929
181000	130039	50961
181100	130117	50983
181200	130192	51008
181300	130260	51040
181400	130327	51073
181500	130401	51099
181600	130473	51127
181700	130550	51150
181800	130626	51174
181900	130704	51196
182000	130773	51227
182100	130851	51249
182200	130919	51281
182300	130993	51307
182400	131066	51334
182500	131135	51365
182600	131212	51388
182700	131284	51416
182800	131361	51439
182900	131433	51467
183000	131509	51491
183100	131594	51506
183200	131661	51539
183300	131734	51566
183400	131805	51595
183500	131877	51623
183600	131945	51655
183700	132020	51680
183800	132092	51708
183900	132161	51739
184000	132233	51767
184100	132315	51785
184200	132384	51816
184300	132459	51841
184400	132520	51880
184500	132590	51910
184600	132656	51944
184700	132732	51968
184800	132800	52000
184900	132873	52027
185000	132948	52052
185100	133022	52078
185200	133097	52103
185300	133168	52132
185400	133246	52154
185500	133323	52177
185600	133395	52205
185700	133471	52229
185800	133539	52261
185900	133607	52293
186000	133683	52317
186100	133759	52341
186200	133831	52369
186300	133904	52396
186400	133974	52426
186500	134040	52460
186600	134112	52488
186700	134184	52516
186800	134253	52547
186900	134327	52573
187000	134397	52603
187100	134471	52629
187200	134542	52658
187300	134616	52684
187400	134695	52705
187500	134773	52727
187600	134845	52755
187700	134918	52782
187800	134992	52808
187900	135061	52839
188000	135133	52867
188100	135211	52889
188200	135272	52928
188300	135354	52946
188400	135420	52980
188500	135490	53010
188600	135561	53039
188700	135632	53068
188800	135700	53100
188900	135769	53131
189000	135845	53155
189100	135913	53187
189200	135983	53217
189300	136054	53246
189400	136117	53283
189500	136185	53315
189600	136250	53350
189700	136317	53383
189800	136385	53415
189900	136450	53450
190000	136517	53483
190100	136587	53513
190200	136663	53537
190300	136735	53565
190400	136804	53596
190500	136876	53624
190600	136948	53652
190700	137013	53687
190800	137083	53717
190900	137150	53750
191000	137213	53787
191100	137284	53816
191200	137356	53844
191300	137436	53864
191400	137511	53889
191500	137581	53919
191600	137648	53952
191700	137726	53974
191800	137794	54006
191900	137867	54033
192000	137941	54059
192100	138012	54088
192200	138085	54115
192300	138157	54143
192400	138223	54177
192500	138303	54197
192600	138381	54219
192700	138453	54247
192800	138521	54279
192900	138594	54306
193000	138660	54340
193100	138729	54371
193200	138798	54402
193300	138873	54427
193400	138944	54456
193500	139013	54487
193600	139086	54514
193700	139154	54546
193800	139219	54581
193900	139294	54606
194000	139362	54638
194100	139426	54674
194200	139493	54707
194300	139559	54741
194400	139628	54772
194500	139688	54812
194600	139760	54840
194700	139832	54868
194800	139901	54899
194900	139971	54929
195000	140043	54957
195100	140106	54994
195200	140172	55028
195300	140245	55055
195400	140312	55088
195500	140383	55117
195600	140458	55142
195700	140523	55177
195800	140588	55212
195900	140652	55248
196000	140717	55283
196100	140780	55320
196200	140848	55352
196300	140910	55390
196400	140980	55420
196500	141036	55464
196600	141106	55494
196700	141170	55530
196800	141239	55561
196900	141312	55588
197000	141381	55619
197100	141452	55648
197200	141523	55677
197300	141599	55701
197400	141672	55728
197500	141751	55749
197600	141823	55777
197700	141899	55801
197800	141973	55827
197900	142046	55854
198000	142120	55880
198100	142192	55908
198200	142263	55937
198300	142337	55963
198400	142412	55988
198500	142488	56012
198600	142555	56045
198700	142624	56076
198800	142690	56110
198900	142767	56133
199000	142832	56168
199100	142909	56191
199200	142979	56221
199300	143046	56254
199400	143114	56286
199500	143175	56325
199600	143246	56354
199700	143317	56383
199800	143392	56408
199900	143470	56430
200000	143553	56447
200100	143629	56471
200200	143702	56498
200300	143774	56526
200400	143845	56555
200500	143920	56580
200600	143996	56604
200700	144070	56630
200800	144142	56658
200900	144212	56688
201000	144287	56713
201100	144364	56736
201200	144431	56769
201300	144502	56798
201400	144579	56821
201500	144653	56847
201600	144726	56874
201700	144797	56903
201800	144875	56925
201900	144942	56958
202000	145014	56986
202100	145086	57014
202200	145152	57048
202300	145224	57076
202400	145290	57110
202500	145365	57135
202600	145437	57163
202700	145506	57194
202800	145571	57229
202900	145639	57261
203000	145708	57292
203100	145776	57324
203200	145842	57358
203300	145918	57382
203400	145988	57412
203500	146062	57438
203600	146134	57466
203700	146203	57497
203800	146278	57522
203900	146353	57547
204000	146424	57576
204100	146498	57602
204200	146571	57629
204300	146640	57660
204400	146712	57688
204500	146775	57725
204600	146839	57761
204700	146903	57797
204800	146977	57823
204900	147042	57858
205000	147111	57889
205100	147179	57921
205200	147246	57954
205300	147317	57983
205400	147389	58011
205500	147463	58037
205600	147535	58065
205700	147610	58090
205800	147679	58121
205900	147752	58148
206000	147831	58169
206100	147898	58202
206200	147969	58231
206300	148035	58265
206400	148105	58295
206500	148177	58323
206600	148246	58354
206700	148328	58372
206800	148405	58395
206900	148482	58418
207000	148556	58444
207100	148629	58471
207200	148701	58499
207300	148776	58524
207400	148848	58552
207500	148915	58585
207600	148988	58612
207700	149064	58636
207800	149132	58668
207900	149209	58691
208000	149285	58715
208100	149360	58740
208200	149431	58769
208300	149503	58797
208400	149582	58818
208500	149653	58847
208600	149724	58876
208700	149800	58900
208800	149871	58929
208900	149935	58965
209000	149998	59002
209100	150070	59030
209200	150136	59064
209300	150200	59100
209400	150278	59122
209500	150355	59145
209600	150426	59174
209700	150492	59208
209800	150559	59241
209900	150629	59271
210000	150708	59292
210100	150774	59326
210200	150848	59352
210300	150922	59378
210400	150988	59412
210500	151064	59436
210600	151141	59459
210700	151218	59482
210800	151292	59508
210900	151367	59533
211000	151441	59559
211100	151518	59582
211200	151584	59616
211300	151652	59648
211400	151734	59666
211500	151802	59698
211600	151869	59731
211700	151940	59760
211800	152007	59793
211900	152074	59826
212000	152139	59861
212100	152211	59889
212200	152286	59914
212300	152360	59940
212400	152426	59974
212500	152501	59999
212600	152573	60027
212700	152645	60055
212800	152725	60075
212900	152802	60098
213000	152876	60124
213100	152945	60155
213200	153021	60179
213300	153104	60196
213400	153177	60223
213500	153248	60252
213600	153310	60290
213700	153370	60330
213800	153443	60357
213900	153519	60381
214000	153597	60403
214100	153667	60433
214200	153736	60464
214300	153806	60494
214400	153886	60514
214500	153950	60550
214600	154017	60583
214700	154094	60606
214800	154153	60647
214900	154220	60680
215000	154297	60703
215100	154367	60733
215200	154442	60758
215300	154511	60789
215400	154578	60822
215500	154651	60849
215600	154729	60871
215700	154797	60903
215800	154864	60936
215900	154929	60971
216000	155003	60997
216100	155080	61020
216200	155155	61045
216300	155225	61075
216400	155296	61104
216500	155371	61129
216600	155445	61155
216700	155519	61181
216800	155592	61208
216900	155667	61233
217000	155744	61256
217100	155821	61279
217200	155890	61310
217300	155969	61331
217400	156042	61358
217500	156116	61384
217600	156182	61418
217700	156256	61444
217800	156333	61467
217900	156408	61492
218000	156480	61520
218100	156551	61549
218200	156621	61579
218300	156689	61611
218400	156762	61638
218500	156844	61656
218600	156916	61684
218700	156991	61709
218800	157069	61731
218900	157144	61756
219000	157221	61779
219100	157296	61804
219200	157360	61840
219300	157435	61865
219400	157507	61893
219500	157575	61925
219600	157643	61957
219700	157714	61986
219800	157788	62012
219900	157857	62043
220000	157931	62069
220100	158003	62097
220200	158072	62128
220300	158147	62153
220400	158214	62186
220500	158289	62211
220600	158371	62229
220700	158443	62257
220800	158514	62286
220900	158581	62319
221000	158655	62345
221100	158724	62376
221200	158794	62406
221300	158863	62437
221400	158933	62467
221500	159000	62500
221600	159067	62533
221700	159141	62559
221800	159215	62585
221900	159276	62624
222000	159342	62658
222100	159420	62680
222200	159498	62702
222300	159578	62722
222400	159653	62747
222500	159722	62778
222600	159802	62798
222700	159876	62824
222800	159949	62851
222900	160016	62884
223000	160093	62907
223100	160162	62938
223200	160236	62964
223300	160299	63001
223400	160374	63026
223500	160435	63065
223600	160511	63089
223700	160585	63115
223800	160652	63148
223900	160720	63180
224000	160788	63212
224100	160859	63241
224200	160929	63271
224300	161000	63300
224400	161075	63325
224500	161143	63357
224600	161208	63392
224700	161275	63425
224800	161333	63467
224900	161407	63493
225000	161476	63524
225100	161537	63563
225200	161610	63590
225300	161683	63617
225400	161754	63646
225500	161823	63677
225600	161894	63706
225700	161966	63734
225800	162041	63759
225900	162117	63783
226000	162194	63806
226100	162271	63829
226200	162347	63853
226300	162421	63879
226400	162488	63912
226500	162568	63932
226600	162647	63953
226700	162719	63981
226800	162790	64010
226900	162868	64032
227000	162943	64057
227100	163016	64084
227200	163090	64110
227300	163157	64143
227400	163238	64162
227500	163312	64188
227600	163382	64218
227700	163456	64244
227800	163521	64279
227900	163597	64303
228000	163661	64339
228100	163734	64366
228200	163808	64392
228300	163881	64419
228400	163958	64442
228500	164028	64472
228600	164101	64499
228700	164169	64531
228800	164236	64564
228900	164312	64588
229000	164395	64605
229100	164466	64634
229200	164536	64664
229300	164610	64690
229400	164686	64714
229500	164754	64746
229600	164821	64779
229700	164888	64812
229800	164960	64840
229900	165040	64860
230000	165111	64889
230100	165190	64910
230200	165265	64935
230300	165339	64961
230400	165415	64985
230500	165487	65013
230600	165564	65036
230700	165635	65065
230800	165708	65092
230900	165784	65116
231000	165863	65137
231100	165940	65160
231200	166007	65193
231300	166080	65220
231400	166153	65247
231500	166226	65274
231600	166293	65307
231700	166357	65343
231800	166426	65374
231900	166501	65399
232000	166572	65428
232100	166638	65462
232200	166709	65491
232300	166777	65523
232400	166850	65550
232500	166914	65586
232600	166993	65607
232700	167066	65634
232800	167139	65661
232900	167212	65688
233000	167286	65714
233100	167359	65741
233200	167428	65772
233300	167504	65796
233400	167582	65818
233500	167649	65851
233600	167723	65877
233700	167795	65905
233800	167871	65929
233900	167940	65960
234000	168017	65983
234100	168081	66019
234200	168157	66043
234300	168231	66069
234400	168301	66099
234500	168380	66120
234600	168445	66155
234700	168520	66180
234800	168593	66207
234900	168661	66239
235000	168730	66270
235100	168804	66296
235200	168865	66335
235300	168939	66361
235400	169018	66382
235500	169088	66412
235600	169167	66433
235700	169237	66463
235800	169311	66489
235900	169386	66514
236000	169449	66551
236100	169517	66583
236200	169582	66618
236300	169653	66647
236400	169726	66674
236500	169802	66698
236600	169882	66718
236700	169956	66744
236800	170028	66772
236900	170097	66803
237000	170168	66832
237100	170243	66857
237200	170314	66886
237300	170394	66906
237400	170469	66931
237500	170547	66953
237600	170620	66980
237700	170691	67009
237800	170772	67028
237900	170847	67053
238000	170934	67066
238100	171014	67086
238200	171093	67107
238300	171176	67124
238400	171251	67149
238500	171334	67166
238600	171401	67199
238700	171479	67221
238800	171556	67244
238900	171631	67269
239000	171707	67293
239100	171781	67319
239200	171846	67354
239300	171908	67392
239400	171991	67409
239500	172063	67437
239600	172141	67459
239700	172217	67483
239800	172292	67508
239900	172370	67530
240000	172441	67559
240100	172511	67589
240200	172584	67616
240300	172653	67647
240400	172725	67675
240500	172795	67705
240600	172861	67739
240700	172932	67768
240800	173006	67794
240900	173072	67828
241000	173146	67854
241100	173219	67881
241200	173294	67906
241300	173364	67936
241400	173438	67962
241500	173518	67982
241600	173593	68007
241700	173659	68041
241800	173729	68071
241900	173802	68098
242000	173879	68121
242100	173950	68150
242200	174016	68184
242300	174091	68209
242400	174169	68231
242500	174236	68264
242600	174308	68292
242700	174368	68332
242800	174439	68361
242900	174504	68396
243000	174576	68424
243100	174646	68454
243200	174723	68477
243300	174793	68507
243400	174866	68534
243500	174934	68566
243600	174997	68603
243700	175068	68632
243800	175140	68660
243900	175208	68692
244000	175277	68723
244100	175344	68756
244200	175415	68785
244300	175489	68811
244400	175557	68843
244500	175616	68884
244600	175692	68908
244700	175765	68935
244800	175836	68964
244900	175900	69000
245000	175972	69028
245100	176043	69057
245200	176106	69094
245300	176180	69120
245400	176242	69158
245500	176310	69190
245600	176384	69216
245700	176457	69243
245800	176531	69269
245900	176604	69296
246000	176671	69329
246100	176741	69359
246200	176818	69382
246300	176883	69417
246400	176952	69448
246500	177030	69470
246600	177098	69502
246700	177163	69537
246800	177224	69576
246900	177297	69603
247000	177363	69637
247100	177432	69668
247200	177498	69702
247300	177573	69727
247400	177638	69762
247500	177705	69795
247600	177777	69823
247700	177858	69842
247800	177930	69870
247900	178008	69892
248000	178087	69913
248100	178160	69940
248200	178235	69965
248300	178302	69998
248400	178375	70025
248500	178442	70058
248600	178517	70083
248700	178584	70116
248800	178653	70147
248900	178718	70182
249000	178788	70212
249100	178855	70245
249200	178934	70266
249300	179004	70296
249400	179074	70326
249500	179159	70341
249600	179235	70365
249700	179306	70394
249800	179378	70422
249900	179448	70452
250000	179516	70484
250100	179588	70512
250200	179657	70543
250300	179738	70562
250400	179806	70594
250500	179884	70616
250600	179954	70646
250700	180021	70679
250800	180094	70706
250900	180169	70731
251000	180242	70758
251100	180317	70783
251200	180396	70804
251300	180473	70827
251400	180537	70863
251500	180608	70892
251600	180676	70924
251700	180751	70949
251800	180826	70974
251900	180904	70996
252000	180974	71026
252100	181043	71057
252200	181115	71085
252300	181186	71114
252400	181263	71137
252500	181333	71167
252600	181395	71205
252700	181465	71235
252800	181525	71275
252900	181589	71311
253000	181664	71336
253100	181727	71373
253200	181802	71398
253300	181880	71420
253400	181958	71442
253500	182026	71474
253600	182091	71509
253700	182156	71544
253800	182219	71581
253900	182282	71618
254000	182353	71647
254100	182424	71676
254200	182494	71706
254300	182555	71745
254400	182627	71773
254500	182710	71790
254600	182783	71817
254700	182853	71847
254800	182924	71876
254900	182998	71902
255000	183061	71939
255100	183134	71966
255200	183203	71997
255300	183285	72015
255400	183364	72036
255500	183441	72059
255600	183510	72090
255700	183579	72121
255800	183650	72150
255900	183718	72182
256000	183783	72217
256100	183856	72244
256200	183929	72271
256300	184001	72299
256400	184071	72329
256500	184143	72357
256600	184212	72388
256700	184279	72421
256800	184358	72442
256900	184436	72464
257000	184519	72481
257100	184595	72505
257200	184669	72531
257300	184739	72561
257400	184809	72591
257500	184884	72616
257600	184949	72651
257700	185022	72678
257800	185097	72703
257900	185175	72725
258000	185250	72750
258100	185323	72777
258200	185397	72803
258300	185474	72826
258400	185550	72850
258500	185624	72876
258600	185698	72902
258700	185772	72928
258800	185842	72958
258900	185916	72984
259000	185994	73006
259100	186071	73029
259200	186146	73054
259300	186225	73075
259400	186291	73109
259500	186347	73153
259600	186428	73172
259700	186508	73192
259800	186581	73219
259900	186656	73244
260000	186734	73266
260100	186804	73296
260200	186881	73319
260300	186951	73349
260400	187025	73375
260500	187096262600	17863	244737
262700	17872	244828
262800	17874	244926
262900	17877	245023
263000	17885	245115
263100	17890	245210
263200	17896	245304
263300	17899	245401
263400	17905	245495
263500	17907	245593
263600	17909	245691
263700	17914	245786
263800	17918	245882
263900	17921	245979
264000	17922	246078
264100	17927	246173
264200	17932	246268
264300	17935	246365
264400	17940	246460
264500	17942	246558
264600	17948	246652
264700	17953	246747
264800	17957	246843
264900	17959	246941
265000	17964	247036
265100	17971	247129
265200	17977	247223
265300	17980	247320
265400	17983	247417
265500	17985	247515
265600	17989	247611
265700	17991	247709
265800	17994	247806
265900	17995	247905
266000	17999	248001
266100	18004	248096
266200	18008	248192
266300	18010	248290
266400	18015	248385
266500	18022	248478
266600	18023	248577
266700	18029	248671
266800	18035	248765
266900	18040	248860
267000	18042	248958
267100	18048	249052
267200	18051	249149
267300	18059	249241
267400	18062	249338
267500	18067	249433
267600	18075	249525
267700	18079	249621
267800	18084	249716
267900	18092	249808
268000	18100	249900
268100	18106	249994
268200	18114	250086
268300	18117	250183
268400	18119	250281
268500	18127	250373
268600	18134	250466
268700	18138	250562
268800	18143	250657
268900	18149	250751
269000	18154	250846
269100	18164	250936
269200	18168	251032
269300	18175	251125
269400	18183	251217
269500	18186	251314
269600	18188	251412
269700	18196	251504
269800	18204	251596
269900	18209	251691
270000	18218	251782
270100	18223	251877
270200	18230	251970
270300	18233	252067
270400	18240	252160
270500	18250	252250
270600	18253	252347
270700	18265	252435
270800	18271	252529
270900	18276	252624
271000	18281	252719
271100	18288	252812
271200	18295	252905
271300	18300	253000
271400	18307	253093
271500	18311	253189
271600	18317	253283
271700	18328	253372
271800	18331	253469
271900	18339	253561
272000	18345	253655
272100	18351	253749
272200	18354	253846
272300	18361	253939
272400	18364	254036
272500	18367	254133
272600	18376	254224
272700	18382	254318
272800	18390	254410
272900	18394	254506
273000	18400	254600
273100	18402	254698
273200	18408	254792
273300	18410	254890
273400	18413	254987
273500	18416	255084
273600	18420	255180
273700	18422	255278
273800	18428	255372
273900	18429	255471
274000	18434	255566
274100	18436	255664
274200	18443	255757
274300	18445	255855
274400	18448	255952
274500	18454	256046
274600	18457	256143
274700	18462	256238
274800	18468	256332
274900	18474	256426
275000	18479	256521
275100	18483	256617
275200	18486	256714
275300	18489	256811
275400	18493	256907
275500	18500	257000
275600	18505	257095
275700	18512	257188
275800	18517	257283
275900	18523	257377
276000	18530	257470
276100	18534	257566
276200	18542	257658
276300	18548	257752
276400	18554	257846
276500	18560	257940
276600	18564	258036
276700	18570	258130
276800	18576	258224
276900	18585	258315
277000	18590	258410
277100	18595	258505
277200	18600	258600
277300	18609	258691
277400	18618	258782
277500	18619	258881
277600	18624	258976
277700	18633	259067
277800	18640	259160
277900	18647	259253
278000	18650	259350
278100	18655	259445
278200	18666	259534
278300	18674	259626
278400	18680	259720
278500	18689	259811
278600	18701	259899
278700	18705	259995
278800	18712	260088
278900	18716	260184
279000	18723	260277
279100	18726	260374
279200	18728	260472
279300	18732	260568
279400	18738	260662
279500	18742	260758
279600	18750	260850
279700	18755	260945
279800	18759	261041
279900	18763	261137
280000	18764	261236
280100	18771	261329
280200	18774	261426
280300	18777	261523
280400	18779	261621
280500	18783	261717
280600	18789	261811
280700	18797	261903
280800	18801	261999
280900	18802	262098
281000	18802	262198
281100	18805	262295
281200	18812	262388
281300	18815	262485
281400	18820	262580
281500	18827	262673
281600	18829	262771
281700	18834	262866
281800	18839	262961
281900	18844	263056
282000	18850	263150
282100	18852	263248
282200	18858	263342
282300	18865	263435
282400	18873	263527
282500	18877	263623
282600	18882	263718
282700	18888	263812
282800	18890	263910
282900	18895	264005
283000	18896	264104
283100	18898	264202
283200	18907	264293
283300	18911	264389
283400	18913	264487
283500	18918	264582
283600	18921	264679
283700	18928	264772
283800	18932	264868
283900	18935	264965
284000	18942	265058
284100	18943	265157
284200	18947	265253
284300	18951	265349
284400	18955	265445
284500	18961	265539
284600	18963	265637
284700	18969	265731
284800	18975	265825
284900	18981	265919
285000	18985	266015
285100	18991	266109
285200	18995	266205
285300	18997	266303
285400	18998	266402
285500	19001	266499
285600	19005	266595
285700	19010	266690
285800	19017	266783
285900	19018	266882
286000	19022	266978
286100	19024	267076
286200	19028	267172
286300	19030	267270
286400	19040	267360
286500	19045	267455
286600	19053	267547
286700	19060	267640
286800	19070	267730
286900	19072	267828
287000	19078	267922
287100	19082	268018
287200	19088	268112
287300	19097	268203
287400	19102	268298
287500	19108	268392
287600	19111	268489
287700	19118	268582
287800	19122	268678
287900	19131	268769
288000	19139	268861
288100	19144	268956
288200	19149	269051
288300	19151	269149
	80719
286400	205660	80740
286500	205733	80767
286600	205801	80799
286700	205869	80831
286800	205945	80855
286900	206019	80881
287000	206091	80909
287100	206159	80941
287200	206229	80971
287300	206298	81002
287400	206365	81035
287500	206434	81066
287600	206502	81098
287700	206576	81124
287800	206652	81148
287900	206726	81174
288000	206795	81205
288100	206874	81226
288200	206951	81249
288300	207022	81278
288400	207093	81307
288500	207162	81338
288600	207238	81362
288700	207302	81398
288800	207367	81433
288900	207436	81464
289000	207510	81490
289100	207570	81530
289200	207643	81557
289300	207716	81584
289400	207789	81611
289500	207858	81642
289600	207928	81672
289700	208000	81700
289800	208071	81729
289900	208143	81757
290000	208219	81781
290100	208290	81810
290200	208362	81838
290300	208434	81866
290400	208517	81883
290500	208584	81916
290600	208653	81947
290700	208722	81978
290800	208790	82010
290900	208862	82038
291000	208933	82067
291100	208998	82102
291200	209068	82132
291300	209133	82167
291400	209202	82198
291500	209275	82225
291600	209350	82250
291700	209417	82283
291800	209489	82311
291900	209560	82340
292000	209633	82367
292100	209709	82391
292200	209776	82424
292300	209849	82451
292400	209929	82471
292500	210000	82500
292600	210073	82527
292700	210134	82566
292800	210211	82589
292900	210276	82624
293000	210349	82651
293100	210425	82675
293200	210492	82708
293300	210563	82737
293400	210631	82769
293500	210703	82797
293600	210783	82817
293700	210863	82837
293800	210940	82860
293900	211010	82890
294000	211090	82910
294100	211168	82932
294200	211249	82951
294300	211321	82979
294400	211397	83003
294500	211472	83028
294600	211544	83056
294700	211621	83079
294800	211701	83099
294900	211778	83122
295000	211853	83147
295100	211923	83177
295200	211993	83207
295300	212055	83245
295400	212129	83271
295500	212193	83307
295600	212267	83333
295700	212339	83361
295800	212406	83394
295900	212480	83420
296000	212550	83450
296100	212627	83473
296200	212701	83499
296300	212780	83520
296400	212862	83538
296500	212928	83572
296600	212997	83603
296700	213069	83631
296800	213135	83665
296900	213195	83705
297000	213266	83734
297100	213333	83767
297200	213408	83792
297300	213482	83818
297400	213560	83840
297500	213625	83875
297600	213696	83904
297700	213767	83933
297800	213840	83960
297900	213915	83985
298000	213976	84024
298100	214043	84057
298200	214112	84088
298300	214186	84114
298400	214255	84145
298500	214331	84169
298600	214405	84195
298700	214470	84230
298800	214542	84258
298900	214607	84293
299000	214687	84313
299100	214762	84338
299200	214839	84361
299300	214899	84401
299400	214968	84432
299500	215038	84462
299600	215116	84484
299700	215185	84515
299800	215265	84535
299900	215343	84557
300000	215410	84590
300100	215485	84615
300200	215559	84641
300300	215630	84670
300400	215705	84695
300500	215785	84715
300600	215851	84749
300700	215926	84774
300800	215986	84814
300900	216055	84845
301000	216129	84871
301100	216201	84899
301200	216274	84926
301300	216347	84953
301400	216416	84984
301500	216481	85019
301600	216551	85049
301700	216634	85066
301800	216699	85101
301900	216772	85128
302000	216840	85160
302100	216914	85186
302200	216987	85213
302300	217057	85243
302400	217121	85279
302500	217182	85318
302600	217258	85342
302700	217331	85369
302800	217405	85395
302900	217476	85424
303000	217557	85443
303100	217629	85471
303200	217699	85501
303300	217778	85522
303400	217845	85555
303500	217923	85577
303600	217990	85610
303700	218070	85630
303800	218137	85663
303900	218210	85690
304000	218279	85721
304100	218347	85753
304200	218416	85784
304300	218484	85816
304400	218556	85844
304500	218624	85876
304600	218699	85901
304700	218771	85929
304800	218843	85957
304900	218913	85987
305000	218980	86020
305100	219052	86048
305200	219121	86079
305300	219186	86114
305400	219260	86140
305500	219326	86174
305600	219398	86202
305700	219468	86232
305800	219537	86263
305900	219617	86283
306000	219688	86312
306100	219761	86339
306200	219839	86361
306300	219907	86393
306400	219979	86421
306500	220058	86442
306600	220132	86468
306700	220209	86491
306800	220277	86523
306900	220353	86547
307000	220423	86577
307100	220497	86603
307200	220571	86629
307300	220637	86663
307400	220707	86693
307500	220782	86718
307600	220846	86754
307700	220912	86788
307800	220976	86824
307900	221047	86853
308000	221114	86886
308100	221192	86908
308200	221261	86939
308300	221323	86977
308400	221399	87001
